PMID,Title,Abstract,Keywords,Year,Journal
34167099,The next generation therapy for lung cancer: taking medicine by inhalation.,"The inhalation administration method which has been applied to treat respiratory diseases has the characteristics of painlessness high efficiency and non-invasiveness, and the drug can also be targeted at the organ level first to reduce the loss of drug during circulation. Therefore, delivering medicine by inhalation administration has brought a new turnaround for lung cancer treatment. Herein from the perspective of combining traditional drug delivery design strategies with new drug delivery methods how to improve lung targeting efficiency and treatment efficacy is discussed. We also discuss the comparative advantages of inhaled drug delivery and traditional administration in the treatment of lung cancer such as intravenous injection. And the researches are divided into different forms of inhalation administration studied in the treatment of lung cancer in recent years, such as single-component loaded and multi-component loaded systems and their advantages. Finally, the obstacles of the application of carrier materials for inhalation administration and the prospects for improvement of lung cancer treatment methods are presented.","Administration, Inhalation, Antineoplastic Agents, Drug Delivery Systems, Humans, Lung Neoplasms",2021,Nanotechnology
39370583,Luteolin-Loaded Hyaluronidase Nanoparticles with Deep Tissue Penetration Capability for Idiopathic Pulmonary Fibrosis Treatment.,"Idiopathic pulmonary fibrosis (IPF) is a chronic, progressive interstitial lung disease characterized by sustained fibrotic lesions. Orally administered drugs usually fail to efficiently penetrate the interstitial tissue and reach the lesions, resulting in low treatment efficiency. Luteolin (Lut) is a natural flavonoid, active metabolites of which possess antioxidant, anti-inflammatory, anti-fibrotic, and anti-apoptotic properties. In this study, a nano-formulation is developed by loading Lut into hyaluronidase nanoparticles (Lut@HAase). These Lut@HAase nanoparticles (NPs) exhibit small size and good stability, suitable for noninvasive inhalation and accumulation in the lungs, and hyaluronidase at the site of lesions can degrade hyaluronic acid in the interstitial tissue, enabling efficient penetration of Lut. Lut's therapeutic effect, when administered via NPs, is studied both in vitro (using MRC5 cells) and in vivo (using IPF mice models), and its anti-fibrotic properties are found to inhibit inflammation and eliminate reactive oxygen species. Conclusively, this study demonstrates that Lut@HAase can improve lung function and enhance survival rates while reducing lung damage with few abnormalities during IPF treatment.",,2024,Small methods
38026537,Dual Delivery of Tetramethylpyrazine and miR-194-5p Using Soft Mesoporous Organosilica Nanoparticles for Acute Lung Injury Therapy.,"The respiratory system is intensely damaged by acute lung injury (ALI). The anti-inflammatory effects of tetramethylpyrazine (TMP) against ALI have been confirmed, but it exhibits a short half-life. miR-194-5p could directly target Rac1, but the internalization rate of miRNA cells was low.","Animals, Humans, Mice, Acute Lung Injury, Human Umbilical Vein Endothelial Cells, Lipopolysaccharides, Lung, MicroRNAs, Organosilicon Compounds, Pyrazines",2023,International journal of nanomedicine
30270270,[Noble Heart Failure Therapy Using Food Compositions].,"　Hemodynamic stresses, including hypertension and myocardial infarction, activate neurohumoral factors such as the sympathetic nervous system and the renin-angiotensin system, and can lead to the progression of heart failure. Established pharmacological agents such as angiotensin II receptor blockers (ARBs), angiotensin-converting enzyme (ACE) inhibitors, and β-blockers target extra-cellular molecules and receptors on the cell membrane. These agents have shown some efficacy for the treatment of heart failure, but the long-term survival rate of patients with heart failure remains low. Additional effective pharmacological approaches are urgently required. Our previous studies have demonstrated that curcumin, a natural polyphenol derived from the root of Curcuma longa, prevented the development of heart failure in rat models of myocardial infarction and hypertensive heart disease. However, until recently curcumin's poor water solubility and extremely low bioavailability have presented serious challenges to its clinical applicability. In recent years, highly absorbable curcumin preparations have been developed using methods such as nanoparticle formation and micellization, and there are now high expectations for their wide clinical application. Our group has developed a highly absorbable curcumin formulation called Theracurmin using nanoparticulation and surface processing techniques. Our preliminary data indicated that Theracurmin may improve left ventricular diastolic function. Furthermore, we have already completed and are currently carrying out several clinical trials using Theracurmin against heart failure-related diseases. This paper summarizes and discusses the potential clinical applications of curcumin, focusing on our highly absorbable curcumin formulation, Theracurmin.","Administration, Oral, Animals, Biological Availability, Curcumin, Diabetes Mellitus, Type 2, Disease Models, Animal, Drug Compounding, Heart Failure, Humans, Life Style, Nanoparticles, Nanotechnology, Phytotherapy, Pulmonary Disease, Chronic Obstructive, Rats, Solubility",2018,Yakugaku zasshi : Journal of the Pharmaceutical Society of Japan
39265826,"Natural pachypodol integrated, lung targeted and inhaled lipid nanomedicine ameliorates acute lung injury via anti-inflammation and repairing lung barrier.","Acute lung injury (ALI) or acute respiratory distress syndrome (ARDS) is a high-mortality disease caused by multiple disorders such as COVID-19, influenza, and sepsis. Current therapies mainly rely on the inhalation of nitric oxide or injection of pharmaceutical drugs (e.g., glucocorticoids); however, their toxicity, side effects, or administration routes limit their clinical application. In this study, pachypodol (Pac), a hydrophobic flavonol with anti-inflammatory effects, was extracted from Pogostemon cablin Benth and intercalated in liposomes (Pac@liposome, Pac-lipo) to improve its solubility, biodistribution, and bioavailability, aiming at enhanced ALI/ARDS therapy. Nanosized Pac-lipo was confirmed to have stable physical properties, good biodistribution, and reliable biocompatibility. In vitro tests proved that Pac-lipo has anti-inflammatory property and protective effects on endothelial and epithelial barriers in lipopolysaccharide (LPS)-induced macrophages and endothelial cells, respectively. Further, the roles of Pac-lipo were validated on treating LPS-induced ALI in mice. Pac-lipo showed better effects than did Pac alone on relieving ALI phenotypes: It significantly attenuated lung index, improved pulmonary functions, inhibited cytokine expression such as TNF-α, IL-6, IL-1β, and iNOS in lung tissues, alleviated lung injury shown by HE staining, reduced protein content and total cell number in bronchoalveolar lavage fluid, and repaired lung epithelial and vascular endothelial barriers. As regards the underlying mechanisms, RNA sequencing results showed that the effects of the drugs were associated with numerous immune- and inflammation-related signaling pathways. Molecular docking and western blotting demonstrated that Pac-lipo inhibited the activation of the TLR4-MyD88-NF-κB/MAPK signaling pathway. Taken together, for the first time, our new drug (Pac-lipo) ameliorates ALI via inhibition of TLR4-MyD88-NF-κB/MAPK pathway-mediated inflammation and disruption of lung barrier. These findings may provide a promising strategy for ALI treatment in the clinic.","Animals, Acute Lung Injury, Anti-Inflammatory Agents, Liposomes, Lung, Administration, Inhalation, Male, Mice, Humans, Mice, Inbred C57BL, Nanomedicine, Lipopolysaccharides, Lamiaceae, RAW 264.7 Cells, Lipids",2024,Journal of controlled release : official journal of the Controlled Release Society
38636588,Co-delivery of fucoxanthin and Twist siRNA using hydroxyethyl starch-cholesterol self-assembled polymer nanoparticles for triple-negative breast cancer synergistic therapy.,"Triple-negative breast cancer (TNBC) represents the most aggressive subtype of breast cancer with an extremely dismal prognosis and few treatment options. As a desmoplastic tumor, TNBC tumor cells are girdled by stroma composed of cancer-associated fibroblasts (CAFs) and their secreted stromal components. The rapidly proliferating tumor cells, together with the tumor stroma, exert additional solid tissue pressure on tumor vasculature and surrounding tissues, severely obstructing therapeutic agent from deep intratumoral penetration, and resulting in tumor metastasis and treatment resistance.","Triple Negative Breast Neoplasms, Xanthophylls, Humans, Female, Animals, Mice, Nanoparticles, Cell Line, Tumor, RNA, Small Interfering, Twist-Related Protein 1, Polymers, Cholesterol, Xenograft Model Antitumor Assays, Mice, Inbred BALB C, Mice, Nude, Apoptosis, Nuclear Proteins",2025,Journal of advanced research
36443972,Current Research on Spray-Dried Chitosan Nanocomposite Microparticles for Pulmonary Drug Delivery.,"Using the pulmonary route for systemic and local drug delivery is an attractive method of drug administration because it has a high alveolar surface area, abundant blood flow, a thin airblood barrier, and low metabolic activity. In recent years, the evolution of inhalable chitosan nanocomposite microparticles formulations enabled researchers to develop new pulmonary drug delivery platforms that combine the advantages of microparticles and nanoparticles using a biocompatible, biodegradable polymer with polycationic nature and inherent immunogenicity that enhances cell targeting. Therefore, this review aims to offer an overview of the recent advances in inhalable chitosan nanocomposites microparticles formulated in the previous five years in terms of primary nanoparticles manufacturing methods; namely, ionic crosslinking of chitosan using tripolyphosphate, electrospinning/electrospraying, layer-by-layer deposition, and nanospray drying; final microparticles manufacturing techniques using spray drying, nano spray drying, and supercritical assisted spray drying; in addition to the process optimization of the previously mentioned manufacturing methods. Furthermore, this review highlights using chitosan and its derivatives in primary nanoparticles preparation and as a polysaccharide to distribute the prepared nanoparticles in microparticles. Finally, this review discusses the factors affecting yield, encapsulation efficiency, in vitro aerosolization properties, size, morphological characters, in vitro release, and in vivo evaluation of inhalable chitosan nanocomposite microparticles.","Chitosan, Drug Carriers, Administration, Inhalation, Drug Delivery Systems, Nanocomposites",2023,Pharmaceutical nanotechnology
30563197,A Comprehensive Map of FDA-Approved Pharmaceutical Products.,"With the increasing research and development (R&amp;D) difficulty of new molecular entities (NMEs), novel drug delivery systems (DDSs) are attracting widespread attention. This review investigated the current distribution of Food and Drug Administration (FDA)-approved pharmaceutical products and evaluated the technical barrier for the entry of generic drugs and highlighted the success and failure of advanced drug delivery systems. According to the ratio of generic to new drugs and the four-quadrant classification scheme for evaluating the commercialization potential of DDSs, the results showed that the traditional dosage forms (e.g., conventional tablets, capsules and injections) with a lower technology barrier were easier to reproduce, while advanced drug delivery systems (e.g., inhalations and nanomedicines) with highly technical barriers had less competition and greater market potential. Our study provides a comprehensive insight into FDA-approved products and deep analysis of the technical barriers for advanced drug delivery systems. In the future, the R&amp;D of new molecular entities may combine advanced delivery technologies to make drug candidates into more therapeutically effective formulations.",,2018,Pharmaceutics
33463063,Research trends in pharmacological modulation of tumor-associated macrophages.,"As one of the most abundant immune cell populations in the tumor microenvironment (TME), tumor-associated macrophages (TAMs) play important roles in multiple solid malignancies, including breast cancer, prostate cancer, liver cancer, lung cancer, ovarian cancer, gastric cancer, pancreatic cancer, and colorectal cancer. TAMs could contribute to carcinogenesis, neoangiogenesis, immune-suppressive TME remodeling, cancer chemoresistance, recurrence, and metastasis. Therefore, reprogramming of the immune-suppressive TAMs by pharmacological approaches has attracted considerable research attention in recent years. In this review, the promising pharmaceutical targets, as well as the existing modulatory strategies of TAMs were summarized. The chemokine-chemokine receptor signaling, tyrosine kinase receptor signaling, metabolic signaling, and exosomal signaling have been highlighted in determining the biological functions of TAMs. Besides, both preclinical research and clinical trials have suggested the chemokine-chemokine receptor blockers, tyrosine kinase inhibitors, bisphosphonates, as well as the exosomal or nanoparticle-based targeting delivery systems as the promising pharmacological approaches for TAMs deletion or reprogramming. Lastly, the combined therapies of TAMs-targeting strategies with traditional treatments or immunotherapies as well as the exosome-like nanovesicles for cancer therapy are prospected.","Animals, Disease Models, Animal, Humans, Immunotherapy, Mice, Neoplasms, Tumor Microenvironment, Tumor-Associated Macrophages",2021,Clinical and translational medicine
24274298,Gold nanoparticle modified capacitive sensor platform for multiple marker detection.,"The detection and quantification of cancer biomarkers in human blood is crucial to diagnose patients in the early stage of a disease. The recent advances in biosensor technology can improve detection by reducing the application time and cost without an invasive approach. In this study, a highly sensitive, novel nanoparticle-modified capacitive sensor was developed for the detection of cancer markers. The current work mainly focused on developing a surface modification protocol for achieving higher sensitivity using Au-NPs. An interdigitated electrode (IDE) transducer was modified using gold nanoparticles (Au-NPs) for signal enhancement, the platform was initially optimized with a small size IL-6 protein and the methodology was then applied for multiple marker detection with the aim of precise disease diagnostics. Carcinoembryonic antigen (CEA) and epidermal growth factor receptor (hEGFR) could be successfully detected in the concentration range of 20-1000 pg mL(-1) while cancer antigen 15-3 (CA15-3) was detected in the range of 10-200 U mL(-1). These results show an increase of sensitivity by five-fold with respect to those not modified, demonstrating a highly sensitive and specific capacitive immunoassay that has a great potential for the use of early diagnosis of cancer disease.","Biomarkers, Tumor, Biosensing Techniques, Carcinoembryonic Antigen, Electrodes, ErbB Receptors, Gold, Humans, Immunoassay, Lung Neoplasms, Metal Nanoparticles, Mucin-1",2014,Talanta
39510241,Exploring quercetin's protective potential against the pro-inflammatory effects of silver nanoparticles in C57BL/6J mice.,"The increasing prevalence of silver nanoparticles (AgNP) in various applications has sparked concerns about their potential adverse effects on human health. Hence, it is crucial to devise strategies to minimize their detrimental effects. Quercetin, a naturally occurring flavonoid present in human diet is known for its broad biological effects, including anti-inflammatory properties. Considering this, quercetin could serve as a promising strategy to protect the body against the harmful effects of AgNP. Thus, this study aimed to evaluate the potential protective role of quercetin against the deleterious effects induced by 5 nm polyvinylpyrrolidone (PVP)-AgNP in C57BL/6J mice. Using a novel administration technology (HaPILLness), mice were given a daily oral dose of AgNP at 1 mg/kg body weight (bw) or 10 mg/kg bw for 14 days, combined with daily IP injections of quercetin at 1 mg/kg bw. Our findings demonstrate that quercetin effectively attenuated the AgNP-induced intestinal inflammatory response, as demonstrated by reduced histological vascular and cellular alterations, along with a notable decrease in cytokine production, attributed to the inhibition of the nuclear factor (NF)-кB inflammatory pathway. Quercetin's protective effects extended to the liver and lungs, by reversing changes in the inflammatory and antioxidant markers cluster of differentiation (CD)4, superoxide dismutase 1 (SOD1) and catalase.","Animals, Quercetin, Silver, Metal Nanoparticles, Mice, Inbred C57BL, Mice, Male, Inflammation, Cytokines, Liver, Antioxidants, Anti-Inflammatory Agents, NF-kappa B, Oxidative Stress, Lung",2025,Food and chemical toxicology : an international journal published for the British Industrial Biological Research Association
39863194,Hyaluronic acid modified metal-organic frameworks loading cisplatin achieve combined chemodynamic therapy and chemotherapy for lung cancer.,"As one of the most commonly used chemotherapeutic agents in clinical practice, cisplatin is unable to selectively accumulate in tumor tissue due to its lack of targeting ability, leading to increased systemic toxicities. Additionally, the effectiveness of monotherapy is greatly limited. Therefore, the development of new cisplatin-based drug delivery systems is essential to improve the effectiveness of tumor treatment. In this study, an iron-based metal-organic framework (MOF) was synthesized to encapsulate cisplatin, and then coated with hyaluronic acid (HA) to create a MOF-based nanoplatform called MPt@HA NPs. This novel nanoplatform achieved the combination of chemodynamic therapy (CDT) with targeted chemotherapy for the treatment of lung cancer. The results showed that MPt@HA NPs have stronger cytotoxicity compared to conventional doses of cisplatin due to the generation of reactive oxygen species (ROS) through the Fenton reaction and DNA damage caused by cisplatin. Therefore, MPt@HA NPs effectively inhibit the tumor growth and prolong the median survival of tumor-bearing mice. Therefore, the MOF-based nanoplatform MPt@HA NPs may present a new option for multi-modal therapy of solid tumors.","Hyaluronic Acid, Cisplatin, Metal-Organic Frameworks, Animals, Lung Neoplasms, Mice, Humans, Antineoplastic Agents, Reactive Oxygen Species, Cell Line, Tumor, Drug Carriers, Xenograft Model Antitumor Assays, A549 Cells, Nanoparticles",2025,International journal of biological macromolecules
39986054,Senescent alveolar type II epithelial cells-secreted GDF15 promotes silicosis progression via interfering intercellular communication.,"Silicosis is a chronic fibrotic pulmonary disease caused by consistent inhalation of respirable crystalline-free silica dust. The senescence of alveolar epithelial type II cells (ATII) is considered the initiation of pulmonary fibrosis. As a secreted protein, growth differentiation factor 15 (GDF15) was found intimately associated with the severity of lung diseases via senescence. Therefore, we speculate that GDF15 may involved in silica-induced pulmonary fibrosis.","Growth Differentiation Factor 15, Silicosis, Animals, Alveolar Epithelial Cells, Cellular Senescence, Silicon Dioxide, Mice, Cell Communication, Cell Line, Mice, Inbred C57BL",2025,Ecotoxicology and environmental safety
32328850,Analysis of the susceptibility to COVID-19 in pregnancy and recommendations on potential drug screening.,"To analyze the susceptibility of SARS-CoV-2 in pregnancy and the drugs that can be used to treat pregnancy with COVID-19, so as to provide evidence for drug selection in clinic. By reviewing the existing literature, this paper analyzes the susceptibility of pregnant women to virus, especially to SARS-CoV-2, from the aspects of anatomical, reproductive endocrine and immune changes during pregnancy and screens effective and fetal-safe treatments from the existing drugs. The anatomical structure of the respiratory system is changed during pregnancy, and the virus transmitted by droplets and aerosols is more easily inhaled by pregnant women and is difficult to remove. Furthermore, the prognosis is worse after infection when compared with non-pregnancy women. And changes in reproductive hormones and immune systems during pregnancy collectively make them more susceptible to certain infections. More importantly, angiotensin-converting enzyme (ACE)-2, the SARS-CoV-2 receptor, has been proven highly increased during pregnancy, which may contribute to the susceptibility to SARS-CoV-2. When it comes to treatment, specific drugs for COVID-19 have not been found at present, and taking old drugs for new use in treating COVID-19 has become an emergency method for the pandemic. Particularly, drugs that show superior maternal and fetal safety are worthy of consideration for pregnant women with COVID-19, such as chloroquine, metformin, statins, lobinavir/ritonavir, glycyrrhizic acid, and nanoparticle-mediated drug delivery (NMDD), etc. Pregnant women are susceptible to COVID-19, and special attention should be paid to the selection of drugs that are both effective for maternal diseases and friendly to the fetus. However, there are still many deficiencies in the study of drug safety during pregnancy, and broad-spectrum, effective and fetal-safe drugs for pregnant women need to be developed so as to cope with more infectious diseases in the future.","Angiotensin-Converting Enzyme 2, Anti-Inflammatory Agents, Antimalarials, Antiviral Agents, Basal Metabolism, Betacoronavirus, COVID-19, Cardiovascular Physiological Phenomena, Chloroquine, Congenital Abnormalities, Coronavirus Infections, Disease Susceptibility, Drug Combinations, Drug Delivery Systems, Female, Functional Residual Capacity, Glycyrrhizic Acid, Humans, Hydroxymethylglutaryl-CoA Reductase Inhibitors, Hypoglycemic Agents, Interferon Type I, Lopinavir, Metformin, Nanoparticles, Oxygen Consumption, Pandemics, Peptidyl-Dipeptidase A, Pneumonia, Viral, Pregnancy, Pregnancy Complications, Infectious, Progesterone, Prognosis, Respiratory Physiological Phenomena, Ritonavir, SARS-CoV-2, Spike Glycoprotein, Coronavirus, Stillbirth, Ventilation-Perfusion Ratio, COVID-19 Drug Treatment",2020,European journal of clinical microbiology & infectious diseases : official publication of the European Society of Clinical Microbiology
16049491,Temporal targeting of tumour cells and neovasculature with a nanoscale delivery system.,"In the continuing search for effective treatments for cancer, the emerging model is the combination of traditional chemotherapy with anti-angiogenesis agents that inhibit blood vessel growth. However, the implementation of this strategy has faced two major obstacles. First, the long-term shutdown of tumour blood vessels by the anti-angiogenesis agent can prevent the tumour from receiving a therapeutic concentration of the chemotherapy agent. Second, inhibiting blood supply drives the intra-tumoural accumulation of hypoxia-inducible factor-1alpha (HIF1-alpha); overexpression of HIF1-alpha is correlated with increased tumour invasiveness and resistance to chemotherapy. Here we report the disease-driven engineering of a drug delivery system, a 'nanocell', which overcomes these barriers unique to solid tumours. The nanocell comprises a nuclear nanoparticle within an extranuclear pegylated-lipid envelope, and is preferentially taken up by the tumour. The nanocell enables a temporal release of two drugs: the outer envelope first releases an anti-angiogenesis agent, causing a vascular shutdown; the inner nanoparticle, which is trapped inside the tumour, then releases a chemotherapy agent. This focal release within a tumour results in improved therapeutic index with reduced toxicity. The technology can be extended to additional agents, so as to target multiple signalling pathways or distinct tumour compartments, enabling the model of an 'integrative' approach in cancer therapy.","Angiogenesis Inhibitors, Animals, Antineoplastic Agents, Bibenzyls, Carcinoma, Lewis Lung, Coculture Techniques, Doxorubicin, Drug Delivery Systems, Drug Therapy, Combination, Endothelial Cells, Humans, Melanoma, Experimental, Mice, Nanotechnology, Neoplasms, Neovascularization, Pathologic, Stilbenes, Time Factors, Tissue Distribution",2005,Nature
38867284,Epithelium-derived exosomes promote silica nanoparticles-induced pulmonary fibroblast activation and collagen deposition via modulating fibrotic signaling pathways and their epigenetic regulations.,"In the context of increasing exposure to silica nanoparticles (SiNPs) and ensuing respiratory health risks, emerging evidence has suggested that SiNPs can cause a series of pathological lung injuries, including fibrotic lesions. However, the underlying mediators in the lung fibrogenesis caused by SiNPs have not yet been elucidated.","Exosomes, Animals, Fibroblasts, Silicon Dioxide, Signal Transduction, Rats, Lung, Collagen, Humans, Nanoparticles, MicroRNAs, Epigenesis, Genetic, Cell Line, Transforming Growth Factor beta, Pulmonary Fibrosis, Male, Epithelial Cells, Rats, Sprague-Dawley, Epithelium",2024,Journal of nanobiotechnology
40114196,Selenium nanoparticles activate selenoproteins to mitigate septic lung injury through miR-20b-mediated RORγt/STAT3/Th17 axis inhibition and enhanced mitochondrial transfer in BMSCs.,"Sepsis-induced acute lung injury (ALI) remains a critical clinical challenge with complex inflammatory pathogenesis. While bone marrow mesenchymal stem cells (BMSCs) demonstrate therapeutic potential through anti-inflammatory and cytoprotective effects, their age-related functional decline limits clinical utility. This study developed chitosan-functionalized selenium nanoparticles (SeNPs@CS, 100 nm) to rejuvenate BMSCs through miR-20b-mediated selenoprotein biosynthesis. Mechanistic investigations revealed that SeNPs@CS-treated BMSCs exhibited enhanced mitochondrial transfer capacity, delivering functional mitochondria to damaged alveolar epithelial cells (AECII) for cellular repair. Concurrently, miR-20b upregulation suppressed the RORγt/STAT3/Th17 axis, reducing pro-inflammatory Th17 cell differentiation in CD4<sup>+</sup> T lymphocytes. The dual-target mechanism integrates immunomodulation via Th17 pathway inhibition with mitochondrial rejuvenation therapy, representing a paradigm-shifting approach for ALI management. These engineered BMSCs mitigated inflammatory markers in murine models, demonstrating superior efficacy to conventional BMSC therapies. Our findings establish SeNPs@CS-modified BMSCs as a novel therapeutic platform combining nanotechnology-enhanced stem cell engineering with precision immunometabolic regulation, providing new avenues for the treatment of sepsis-induced ALI.","Animals, MicroRNAs, Mesenchymal Stem Cells, Selenium, Mice, Th17 Cells, Mitochondria, Sepsis, Nuclear Receptor Subfamily 1, Group F, Member 3, STAT3 Transcription Factor, Selenoproteins, Mice, Inbred C57BL, Nanoparticles, Acute Lung Injury, Male, Humans, Cell Differentiation, Chitosan",2025,Journal of nanobiotechnology
38129906,Synergistic anti-oxidant and anti-inflammatory effects of ceria/resatorvid co-decorated nanoparticles for acute lung injury therapy.,"Acute lung injury (ALI) is a critical inflammatory response syndrome that rapidly develops into acute respiratory distress syndrome (ARDS). Currently, no effective therapeutic modalities are available for patients with ALI/ARDS. According to recent studies, inhibiting both the release of pro-inflammatory cytokines and the formation of reactive oxygen species (ROS) as early as possible may be a promising therapy for ALI.","Humans, Mice, Animals, Antioxidants, Reactive Oxygen Species, Endothelial Cells, Lipopolysaccharides, Prospective Studies, Acute Lung Injury, Lung, Nanoparticles, Anti-Inflammatory Agents, Respiratory Distress Syndrome",2023,Journal of nanobiotechnology
35690763,A novel inhalable quercetin-alginate nanogel as a promising therapy for acute lung injury.,"Acute lung injury (ALI), a severe health-threatening disease, has a risk of causing chronic pulmonary fibrosis. Informative and powerful evidence suggests that inflammation and oxidative stress play a central role in the pathogenesis of ALI. Quercetin is well recognized for its excellent antioxidant and anti-inflammatory properties, which showed great potential for ALI treatment. However, the application of quercetin is often hindered by its low solubility and bioavailability. Therefore, to overcome these challenges, an inhalable quercetin-alginate nanogel (QU-Nanogel) was fabricated, and by this special ""material-drug"" structure, the solubility and bioavailability of quercetin were significantly enhanced, which could further increase the activity of quercetin and provide a promising therapy for ALI.","Acute Lung Injury, Alginates, Animals, Anti-Inflammatory Agents, Antioxidants, Inflammation, Nanogels, Particle Size, Pulmonary Fibrosis, Quercetin, Rats",2022,Journal of nanobiotechnology
39881299,CT-sensitized nanoprobe for effective early diagnosis and treatment of pulmonary fibrosis.,"Early diagnosis is critical for providing a timely window for effective therapy in pulmonary fibrosis (PF); however, achieving this remains a significant challenge. The distinct honeycombing patterns observed in computed tomography (CT) for the primary diagnosis of PF are typically only visible in patients with moderate to severe disease, often leading to missed opportunities for early intervention. In this study, we developed a nanoprobe designed to accumulate at fibroblastic foci and loaded with the CT sensitizer iodide to enable effective early diagnosis of PF. An antibody fragment (Fab') targeting the platelet-derived growth factor receptor-α, which specifically binds to (myo)fibroblasts, was conjugated to the nanoprobe surface to enhance targeting of fibroblastic foci. Additionally, collagenase was employed to facilitate nanoprobe penetration by degrading the local collagen fibers within these foci. This approach led to significant accumulation of the CT sensitizer iodide in fibrotic lung tissues, resulting in enhanced CT imaging for the detection of fibroblastic foci and enabling early diagnosis of PF. Moreover, a dual-drug combination of oltipraz and rosiglitazone was co-loaded into the nanoparticles for the treatment of early-diagnosed PF. Remarkable therapeutic efficacy was observed in model mice with early PF using these nanoparticles. Our findings present a promising strategy for the early diagnosis of PF, potentially offering a valuable time window for effective treatment of this life-threatening disease.","Animals, Pulmonary Fibrosis, Mice, Early Diagnosis, Tomography, X-Ray Computed, Nanoparticles, Fibroblasts, Lung, Mice, Inbred C57BL, Humans, Male",2025,Journal of nanobiotechnology
31048681,Checkpoint blockade and nanosonosensitizer-augmented noninvasive sonodynamic therapy combination reduces tumour growth and metastases in mice.,"Combined checkpoint blockade (e.g., PD1/PD-L1) with traditional clinical therapies can be hampered by side effects and low tumour-therapeutic outcome, hindering broad clinical translation. Here we report a combined tumour-therapeutic modality based on integrating nanosonosensitizers-augmented noninvasive sonodynamic therapy (SDT) with checkpoint-blockade immunotherapy. All components of the nanosonosensitizers (HMME/R837@Lip) are clinically approved, wherein liposomes act as carriers to co-encapsulate sonosensitizers (hematoporphyrin monomethyl ether (HMME)) and immune adjuvant (imiquimod (R837)). Using multiple tumour models, we demonstrate that combining nanosonosensitizers-augmented SDT with anti-PD-L1 induces an anti-tumour response, which not only arrests primary tumour progression, but also prevents lung metastasis. Furthermore, the combined treatment strategy offers a long-term immunological memory function, which can protect against tumour rechallenge after elimination of the initial tumours. Therefore, this work represents a proof-of-concept combinatorial tumour therapeutics based on noninvasive tumours-therapeutic modality with immunotherapy.","Adjuvants, Immunologic, Animals, Antineoplastic Agents, Immunological, Apoptosis, B7-H1 Antigen, Cell Line, Tumor, Combined Modality Therapy, Disease Models, Animal, Drug Screening Assays, Antitumor, Female, Hematoporphyrins, Humans, Imiquimod, Immunotherapy, Liposomes, Mice, Mice, Inbred BALB C, Nanoparticles, Neoplasm Metastasis, Neoplasms, Treatment Outcome, Ultrasonic Therapy",2019,Nature communications
38828798,"Solid Lipid Nanoparticles for Pulmonary Delivery of Biopharmaceuticals: A Review of Opportunities, Challenges, and Delivery Applications.","Biopharmaceuticals such as nucleic acids, proteins, and peptides constitute a new array of treatment modalities for chronic ailments. Invasive routes remain the mainstay of administering biopharmaceuticals due to their labile nature in the biological environment. However, it is not preferred for long-term therapy due to the lack of patient adherence and clinical suitability. Therefore, alternative routes of administration are sought to utilize novel biopharmaceutical therapies to their utmost potential. Nanoparticle-mediated pulmonary delivery of biologics can facilitate both local and systemic disorders. Solid lipid nanoparticles (SLNs) afford many opportunities as pulmonary carriers due to their physicochemical stability and ability to incorporate both hydrophilic and hydrophobic moieties, thus allowing novel combinatorial drug/gene therapies. These applications include pulmonary infections, lung cancer, and cystic fibrosis, while systemic delivery of biomolecules, like insulin, is also attractive for the treatment of chronic ailments. This Review explores physiological and particle-associated factors affecting pulmonary delivery of biopharmaceuticals. It compares the advantages and limitations of SLNs as pulmonary nanocarriers along with design improvements underway to overcome these limitations. Current research illustrating various SLN designs to deliver proteins, peptides, plasmids, oligonucleotides, siRNA, and mRNA is also summarized.","Nanoparticles, Humans, Lipids, Drug Delivery Systems, Lung, Drug Carriers, Animals, Biological Products, Liposomes",2024,Molecular pharmaceutics
